5.000000000000000000e-01,1.470588235294117696e-01,2.272727272727272652e-01
4.000000000000000222e-01,1.379310344827586188e-01,2.051282051282051488e-01
6.999999999999999556e-01,4.375000000000000000e-01,5.384615384615384359e-01
2.000000000000000111e-01,4.000000000000000222e-01,2.666666666666666630e-01
2.000000000000000111e-01,2.857142857142856984e-01,2.352941176470588203e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,2.500000000000000000e-01,2.222222222222222376e-01
2.000000000000000111e-01,1.428571428571428492e-01,1.666666666666666574e-01
2.999999999999999889e-01,4.285714285714285476e-01,3.529411764705882026e-01
2.000000000000000111e-01,1.818181818181818232e-01,1.904761904761904934e-01
2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000389e-01
2.000000000000000111e-01,2.500000000000000000e-01,2.222222222222222376e-01
1.000000000000000056e-01,1.666666666666666574e-01,1.250000000000000000e-01
1.000000000000000056e-01,2.500000000000000000e-01,1.428571428571428770e-01
2.000000000000000111e-01,4.000000000000000222e-01,2.666666666666666630e-01
2.999999999999999889e-01,4.285714285714285476e-01,3.529411764705882026e-01
2.000000000000000111e-01,4.000000000000000222e-01,2.666666666666666630e-01
2.000000000000000111e-01,3.333333333333333148e-01,2.500000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.333333333333333148e-01,4.000000000000000222e-01
2.000000000000000111e-01,2.857142857142856984e-01,2.352941176470588203e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,1.081081081081081141e-01,1.702127659574468044e-01
2.000000000000000111e-01,3.333333333333333148e-01,2.500000000000000000e-01
5.000000000000000000e-01,3.333333333333333148e-01,4.000000000000000222e-01
1.000000000000000056e-01,1.250000000000000000e-01,1.111111111111111188e-01
2.000000000000000111e-01,3.333333333333333148e-01,2.500000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,2.857142857142856984e-01,3.333333333333333148e-01
1.000000000000000056e-01,1.111111111111111049e-01,1.052631578947368501e-01
1.000000000000000056e-01,3.333333333333333148e-01,1.538461538461538269e-01
1.000000000000000056e-01,1.250000000000000000e-01,1.111111111111111188e-01
4.000000000000000222e-01,5.000000000000000000e-01,4.444444444444444753e-01
2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,2.857142857142856984e-01,3.333333333333333148e-01
2.000000000000000111e-01,1.538461538461538547e-01,1.739130434782608647e-01
2.000000000000000111e-01,1.250000000000000000e-01,1.538461538461538547e-01
1.000000000000000056e-01,7.142857142857142461e-02,8.333333333333332871e-02
